Date,Apparent Temperature,Cloud Cover,Dew Point,Humidity,Description,Precipitation Intensity,Precipitation Probability,Preassure,Summary,Temperature,UV Index,Visibility,Wind Bearing,Wind Speed,Moon Phase
1533758400,99.17,0.02,63.26,0.33,clear-day,0.0,0.0,1014.7,Clear,97.22,10,10.0,176.0,7.64,0.91
1533762000,101.12,0.02,61.71,0.29,clear-day,0.0,0.0,1013.3,Clear,99.65,7,10.0,169.0,8.04,0.91
1533765600,97.9,0.03,61.23,0.31,clear-day,0.0,0.0,1012.8,Clear,97.1,4,10.0,163.0,9.22,0.91
1533769200,98.11,0.02,61.69,0.31,clear-day,0.0,0.0,1012.3,Clear,97.07,2,10.0,158.0,9.48,0.91
1533772800,98.35,0.02,64.19,0.35,clear-day,0.0,0.0,1012.0,Clear,96.03,1,10.0,156.0,10.74,0.91
1533776400,96.31,0.01,65.86,0.41,clear-day,0.0,0.0,1012.8,Clear,93.35,0,10.0,156.0,11.61,0.91
1533780000,93.68,0.01,68.17,0.49,clear-night,0.0,0.0,1013.2,Clear,89.66,0,10.0,159.0,11.31,0.91
1533783600,92.41,0.0,70.84,0.59,clear-night,0.0,0.0,1014.2,Clear,86.87,0,10.0,166.0,10.48,0.91
1533787200,91.54,0.0,73.23,0.69,clear-night,0.0,0.0,1015.3,Humid,84.72,0,10.0,169.0,10.15,0.91
1533790800,90.6,0.0,74.37,0.74,clear-night,0.0,0.0,1015.2,Humid,83.46,0,10.0,171.0,10.95,0.95
1533794400,88.21,0.0,74.33,0.78,clear-night,0.0,0.0,1016.3,Humid,82.0,0,10.0,177.0,9.96,0.95
1533798000,83.76,0.15,70.61,0.72,clear-night,0.0,0.0,1015.8,Clear,80.3,0,10.0,185.0,9.27,0.95
1533801600,82.28,0.51,74.24,0.86,partly-cloudy-night,0.0,0.0,1015.9,Humid and Partly Cloudy,78.84,0,10.0,195.0,8.56,0.95
1533805200,78.83,0.66,70.04,0.77,partly-cloudy-night,0.0,0.0,1016.1,Mostly Cloudy,77.73,0,10.0,200.0,7.37,0.95
1533808800,78.0,0.64,71.23,0.83,partly-cloudy-night,0.0,0.0,1016.0,Mostly Cloudy,76.72,0,10.0,197.0,6.86,0.95
1533812400,77.51,0.62,74.37,0.95,partly-cloudy-night,0.0,0.0,1017.0,Humid and Mostly Cloudy,75.75,0,10.0,201.0,5.47,0.95
1533816000,77.51,0.57,74.93,0.98,partly-cloudy-day,0.0,0.0,1016.6,Humid and Partly Cloudy,75.66,0,10.0,214.0,3.28,0.95
1533819600,77.58,0.37,71.14,0.84,partly-cloudy-day,0.0,0.0,1017.5,Partly Cloudy,76.3,0,10.0,204.0,3.52,0.95
1533823200,87.11,0.52,77.32,0.91,partly-cloudy-day,0.0,0.0,1017.6,Humid and Partly Cloudy,80.17,1,10.0,217.0,6.35,0.95
1533826800,95.06,0.53,77.33,0.79,partly-cloudy-day,0.0,0.0,1017.9,Humid and Partly Cloudy,84.51,3,10.0,224.0,7.19,0.95
1533830400,97.61,0.49,75.5,0.68,partly-cloudy-day,0.0,0.0,1017.5,Humid and Partly Cloudy,87.45,5,10.0,225.0,6.46,0.95
1533834000,95.83,0.49,69.69,0.51,partly-cloudy-day,0.0,0.0,1016.8,Partly Cloudy,90.49,7,10.0,224.0,5.77,0.95
1533837600,94.26,0.33,67.88,0.48,partly-cloudy-day,0.0,0.0,1016.5,Partly Cloudy,90.35,9,10.0,216.0,3.86,0.95
1533841200,96.24,0.29,66.25,0.42,clear-day,0.0,0.0,1015.8,Clear,93.06,9,10.0,184.0,4.36,0.95
1533844800,98.58,0.33,64.79,0.36,partly-cloudy-day,0.0,0.0,1014.0,Partly Cloudy,95.91,8,10.0,176.0,6.43,0.95
1533848400,98.84,0.35,64.2,0.35,partly-cloudy-day,0.0,0.0,1013.2,Partly Cloudy,96.45,6,10.0,168.0,7.27,0.95
1533852000,98.84,0.31,59.24,0.27,clear-day,0.0,0.0,1012.8,Clear,98.76,4,10.0,168.0,7.39,0.95
1533855600,97.97,0.31,57.45,0.26,clear-day,0.0,0.0,1012.9,Clear,97.97,2,10.0,165.0,8.55,0.95
1533859200,99.61,0.38,60.31,0.28,partly-cloudy-day,0.0,0.0,1013.2,Partly Cloudy,98.99,1,10.0,150.0,6.77,0.95
1533862800,95.29,0.48,62.63,0.35,partly-cloudy-day,0.0,0.0,1012.7,Partly Cloudy,94.15,0,10.0,140.0,6.51,0.95
1533866400,97.62,0.54,71.61,0.54,partly-cloudy-night,0.0,0.0,1013.7,Partly Cloudy,90.56,0,10.0,141.0,8.46,0.95
1533870000,98.13,0.61,74.89,0.65,partly-cloudy-night,0.0,0.0,1014.6,Humid and Mostly Cloudy,88.31,0,10.0,151.0,9.22,0.95
1533873600,91.78,0.66,70.05,0.58,partly-cloudy-night,0.0,0.0,1015.1,Mostly Cloudy,86.84,0,10.0,165.0,9.77,0.95
1533877200,89.88,0.68,70.38,0.62,partly-cloudy-night,0.0,0.0,1015.8,Mostly Cloudy,85.08,0,10.0,172.0,8.31,0.99
1533880800,88.08,0.55,70.14,0.64,partly-cloudy-night,0.0,0.0,1016.5,Partly Cloudy,83.73,0,10.0,188.0,7.28,0.99
1533884400,87.03,0.47,70.72,0.67,partly-cloudy-night,0.0,0.0,1016.4,Partly Cloudy,82.65,0,10.0,188.0,7.34,0.99
1533888000,84.72,0.09,70.52,0.71,clear-night,0.0,0.0,1015.3,Clear,81.01,0,10.0,196.0,5.99,0.99
1533891600,83.77,0.1,72.38,0.78,clear-night,0.0,0.0,1015.5,Humid,79.91,0,10.0,195.0,5.52,0.99
1533895200,82.09,0.21,72.43,0.81,clear-night,0.0,0.0,1015.6,Humid,78.93,0,10.0,181.0,4.98,0.99
1533898800,83.05,0.29,73.26,0.82,clear-night,0.0,0.0,1015.1,Humid,79.35,0,10.0,191.0,5.46,0.99
1533902400,79.48,0.25,73.3,0.86,clear-day,0.0,0.0,1015.5,Humid,77.96,0,10.0,207.0,5.69,0.99
1533906000,80.94,0.7,77.75,0.99,partly-cloudy-day,0.0,0.0,1016.3,Humid and Mostly Cloudy,78.11,0,10.0,225.0,5.54,0.99
1533909600,86.07,0.74,73.46,0.78,partly-cloudy-day,0.0,0.0,1017.2,Humid and Mostly Cloudy,81.02,1,10.0,258.0,5.15,0.99
1533913200,87.46,0.5,71.46,0.69,partly-cloudy-day,0.0,0.0,1016.9,Partly Cloudy,82.66,3,10.0,280.0,6.1,0.99
1533916800,86.65,0.21,70.36,0.67,clear-day,0.0,0.0,1017.0,Clear,82.51,6,10.0,289.0,4.72,0.99
1533920400,92.6,0.23,75.34,0.75,clear-day,0.0,0.0,1017.4,Humid,84.21,8,10.0,359.0,4.81,0.99
1533924000,95.7,0.25,73.74,0.64,clear-day,0.0,0.0,1016.9,Humid,87.41,9,10.0,354.0,4.7,0.99
1533927600,95.28,0.25,71.3,0.56,clear-day,0.0,0.0,1015.9,Clear,88.89,9,10.0,359.0,4.6,0.99
1533931200,91.28,0.23,65.08,0.45,clear-day,0.0,0.0,1014.7,Clear,89.29,9,10.0,59.0,4.5,0.99
1533934800,96.25,0.23,67.06,0.43,clear-day,0.0,0.0,1013.8,Clear,92.58,7,10.0,82.0,3.99,0.99
1533938400,97.46,0.19,65.87,0.39,clear-day,0.0,0.0,1012.7,Clear,94.33,4,10.0,100.0,3.99,0.99
1533942000,95.36,0.18,63.27,0.36,clear-day,0.0,0.0,1012.7,Clear,93.9,2,10.0,107.0,5.04,0.99
1533945600,96.39,0.14,63.21,0.35,clear-day,0.0,0.0,1012.7,Clear,94.84,1,10.0,108.0,5.7,0.99
1533949200,94.58,0.42,67.07,0.45,partly-cloudy-day,0.0,0.0,1013.1,Partly Cloudy,91.13,0,10.0,119.0,7.07,0.99
1533952800,92.1,0.45,65.4,0.45,partly-cloudy-night,0.0,0.0,1013.2,Partly Cloudy,89.87,0,10.0,122.0,7.68,0.99
1533956400,90.69,0.6,66.99,0.5,partly-cloudy-night,0.0,0.0,1013.6,Mostly Cloudy,87.7,0,10.0,149.0,8.63,0.99
1533960000,89.0,0.77,68.54,0.57,partly-cloudy-night,0.0,0.0,1013.7,Mostly Cloudy,85.33,0,10.0,160.0,12.08,0.99
1533963600,88.07,0.89,70.25,0.64,cloudy,0.0,0.0,1014.9,Overcast,83.68,0,10.0,190.0,10.17,0.03
1533967200,84.13,0.99,71.42,0.74,cloudy,0.0,0.0,1015.3,Overcast,80.35,0,9.972,215.0,8.51,0.03
1533970800,78.69,0.99,71.42,0.82,cloudy,0.0005,0.02,1015.6,Overcast,77.4,0,9.915,216.0,5.33,0.03
1533974400,77.68,0.99,72.13,0.87,cloudy,0.0025,0.04,1014.6,Humid and Overcast,76.26,0,10.0,215.0,4.97,0.03
1533978000,76.83,0.98,71.42,0.87,cloudy,0.0002,0.03,1014.5,Overcast,75.48,0,10.0,179.0,0.95,0.03
1533981600,76.43,0.14,71.58,0.89,clear-night,0.0,0.0,1014.4,Clear,75.04,0,10.0,260.0,0.89,0.03
1533985200,77.18,0.61,74.7,0.98,partly-cloudy-night,0.0,0.0,1014.9,Humid and Mostly Cloudy,75.35,0,10.0,234.0,2.62,0.03
1533988800,77.98,0.56,75.68,0.99,partly-cloudy-day,0.0,0.0,1015.4,Humid and Partly Cloudy,76.03,0,9.029,330.0,1.98,0.03
1533992400,76.96,0.61,71.59,0.87,partly-cloudy-day,0.0,0.0,1015.8,Mostly Cloudy,75.59,0,9.028,65.0,2.02,0.03
1533996000,80.54,0.78,76.89,0.96,partly-cloudy-day,0.0,0.0,1016.3,Humid and Mostly Cloudy,77.99,1,9.344,81.0,2.66,0.03
1533999600,79.17,0.84,72.31,0.83,partly-cloudy-day,0.0,0.0,1016.7,Humid and Mostly Cloudy,77.77,3,10.0,298.0,3.46,0.03
1534003200,91.03,0.84,76.7,0.82,partly-cloudy-day,0.0,0.0,1016.5,Humid and Mostly Cloudy,82.62,4,10.0,23.0,3.36,0.03
1534006800,95.09,0.76,76.19,0.74,partly-cloudy-day,0.0,0.0,1015.9,Humid and Mostly Cloudy,85.26,6,10.0,292.0,4.02,0.03
1534010400,95.02,0.53,72.32,0.6,partly-cloudy-day,0.0,0.0,1015.3,Humid and Partly Cloudy,87.94,8,10.0,279.0,3.4,0.03
1534014000,100.31,0.48,74.26,0.59,partly-cloudy-day,0.0,0.0,1014.6,Humid and Partly Cloudy,90.48,8,10.0,331.0,3.32,0.03
1534017600,100.02,0.49,72.79,0.54,partly-cloudy-day,0.0,0.0,1013.9,Humid and Partly Cloudy,91.52,7,10.0,93.0,4.44,0.03
1534021200,98.25,0.63,71.81,0.54,partly-cloudy-day,0.0,0.0,1013.6,Mostly Cloudy,90.9,5,10.0,129.0,4.7,0.03
1534024800,95.19,0.75,73.46,0.64,partly-cloudy-day,0.0,0.0,1013.3,Humid and Mostly Cloudy,87.24,3,10.0,135.0,7.26,0.03
1534028400,86.47,0.77,74.57,0.81,partly-cloudy-day,0.0012,0.01,1013.4,Humid and Mostly Cloudy,80.93,2,5.68,111.0,7.8,0.03
1534032000,79.65,0.76,73.85,0.87,partly-cloudy-day,0.0,0.0,1013.3,Humid and Mostly Cloudy,78.06,0,7.021,145.0,9.1,0.03
1534035600,79.39,0.9,74.46,0.9,cloudy,0.0017,0.1,1013.7,Humid and Overcast,77.7,0,7.552,142.0,7.13,0.03
1534039200,78.76,0.97,74.48,0.92,cloudy,0.0009,0.09,1014.3,Humid and Overcast,77.04,0,7.985,159.0,6.95,0.03
1534042800,78.45,0.97,74.48,0.93,cloudy,0.0,0.0,1015.6,Humid and Overcast,76.71,0,9.208,158.0,6.15,0.03
1534046400,77.75,0.95,73.56,0.92,cloudy,0.001,0.06,1015.6,Humid and Overcast,76.12,0,9.305,155.0,5.18,0.03
1534050000,77.84,0.95,74.18,0.94,cloudy,0.0012,0.02,1015.3,Humid and Overcast,76.12,0,9.119,126.0,4.39,0.07
1534053600,77.89,0.71,74.49,0.95,partly-cloudy-night,0.0,0.0,1015.2,Humid and Mostly Cloudy,76.13,0,10.0,128.0,2.79,0.07
1534057200,77.58,0.68,74.76,0.97,partly-cloudy-night,0.0,0.0,1015.8,Humid and Mostly Cloudy,75.76,0,10.0,146.0,3.18,0.07
1534060800,77.37,0.65,75.14,0.99,partly-cloudy-night,0.0,0.0,1015.3,Humid and Mostly Cloudy,75.48,0,10.0,153.0,3.89,0.07
1534064400,78.33,0.6,75.6,0.97,partly-cloudy-night,0.0,0.0,1015.6,Humid and Mostly Cloudy,76.42,0,10.0,157.0,4.2,0.07
1534068000,78.53,0.77,76.16,0.99,partly-cloudy-night,0.0018,0.01,1015.6,Humid and Mostly Cloudy,76.53,0,9.935,156.0,4.34,0.07
1534071600,78.68,0.83,74.11,0.91,partly-cloudy-night,0.0013,0.02,1015.4,Humid and Mostly Cloudy,77.01,0,9.481,159.0,4.7,0.07
1534075200,78.27,0.93,76.18,1.0,cloudy,0.0053,0.16,1015.6,Humid and Overcast,76.18,0,7.632,170.0,5.2,0.07
1534078800,78.69,0.8,76.56,1.0,partly-cloudy-day,0.0048,0.11,1016.1,Humid and Mostly Cloudy,76.56,0,7.316,176.0,5.55,0.07
1534082400,81.45,0.87,77.65,0.98,partly-cloudy-day,0.001,0.02,1016.7,Humid and Mostly Cloudy,78.29,1,8.933,178.0,6.03,0.07
1534086000,87.81,0.98,77.52,0.91,cloudy,0.0,0.0,1017.2,Humid and Overcast,80.45,3,10.0,185.0,7.14,0.07
1534089600,91.2,0.99,76.65,0.82,cloudy,0.0,0.0,1017.1,Humid and Overcast,82.73,4,10.0,178.0,8.08,0.07
1534093200,88.13,0.99,74.03,0.77,cloudy,0.0,0.0,1016.6,Humid and Overcast,82.07,5,10.0,172.0,8.31,0.07
1534096800,94.06,0.92,72.92,0.64,cloudy,0.0,0.0,1015.7,Humid and Overcast,86.78,5,10.0,175.0,8.11,0.07
1534100400,93.26,0.81,71.49,0.6,partly-cloudy-day,0.0007,0.03,1015.4,Mostly Cloudy,87.12,6,9.132,176.0,8.09,0.07
1534104000,78.2,0.96,74.76,0.95,cloudy,0.0068,0.09,1015.3,Humid and Overcast,76.41,5,6.89,178.0,7.51,0.07
1534107600,78.34,0.93,74.3,0.93,cloudy,0.008,0.1,1015.1,Humid and Overcast,76.63,4,9.117,203.0,4.97,0.07
1534111200,82.63,0.97,74.51,0.86,cloudy,0.0017,0.08,1014.4,Humid and Overcast,78.98,3,9.141,175.0,4.67,0.07
1534114800,86.11,0.98,75.88,0.86,cloudy,0.0003,0.02,1013.7,Humid and Overcast,80.32,2,8.368,90.0,4.43,0.07
1534118400,88.75,0.93,76.13,0.83,cloudy,0.0,0.0,1013.8,Humid and Overcast,81.65,0,10.0,60.0,5.7,0.07
1534122000,85.71,0.91,75.84,0.87,cloudy,0.0,0.0,1013.9,Humid and Overcast,80.11,0,10.0,69.0,6.2,0.07
1534125600,79.67,0.86,75.35,0.92,partly-cloudy-night,0.0,0.0,1014.5,Humid and Mostly Cloudy,77.86,0,9.165,89.0,5.61,0.07
1534129200,78.92,0.83,74.65,0.92,partly-cloudy-night,0.0,0.0,1015.4,Humid and Mostly Cloudy,77.19,0,10.0,109.0,5.87,0.07
1534132800,78.76,0.85,74.38,0.91,partly-cloudy-night,0.0,0.0,1015.5,Humid and Mostly Cloudy,77.05,0,10.0,125.0,4.76,0.07
1534136400,77.93,0.93,74.43,0.94,cloudy,0.0,0.0,1015.4,Humid and Overcast,76.18,0,9.743,129.0,4.87,0.1
1534140000,78.46,0.98,74.84,0.94,cloudy,0.0,0.0,1015.7,Humid and Overcast,76.67,0,8.625,129.0,4.21,0.1
1534143600,78.93,0.99,75.75,0.96,cloudy,0.0,0.0,1015.7,Humid and Overcast,77.03,0,8.692,138.0,5.04,0.1
1534147200,79.18,0.99,76.66,0.98,cloudy,0.0003,0.01,1015.7,Humid and Overcast,77.14,0,8.525,156.0,5.47,0.1
1534150800,80.35,0.97,77.3,0.98,cloudy,0.0,0.0,1015.7,Humid and Overcast,77.92,0,8.715,155.0,5.81,0.1
1534154400,80.98,0.98,77.83,0.99,cloudy,0.0,0.0,1015.5,Humid and Overcast,78.13,0,7.747,153.0,6.8,0.1
1534158000,82.37,0.96,78.5,1.0,cloudy,0.0,0.0,1015.2,Humid and Overcast,78.56,0,7.339,160.0,7.45,0.1
1534161600,81.46,0.92,78.27,1.0,cloudy,0.0,0.0,1015.3,Humid and Overcast,78.27,0,7.125,162.0,7.65,0.1
1534165200,83.89,0.86,78.83,0.99,partly-cloudy-day,0.0,0.0,1015.8,Humid and Mostly Cloudy,79.05,0,6.705,162.0,8.41,0.1
1534168800,90.3,0.84,79.36,0.95,partly-cloudy-day,0.0,0.0,1016.1,Humid and Mostly Cloudy,80.79,1,10.0,169.0,10.68,0.1
1534172400,93.91,0.75,78.46,0.86,partly-cloudy-day,0.0,0.0,1016.1,Humid and Mostly Cloudy,83.25,3,10.0,176.0,12.67,0.1
1534176000,98.21,0.77,77.3,0.74,partly-cloudy-day,0.0,0.0,1016.0,Humid and Mostly Cloudy,86.43,4,10.0,177.0,13.57,0.1
1534179600,98.82,0.69,75.04,0.64,partly-cloudy-day,0.0,0.0,1015.6,Humid and Mostly Cloudy,88.68,6,10.0,180.0,14.11,0.1
1534183200,98.97,0.4,72.73,0.56,partly-cloudy-day,0.0,0.0,1015.1,Humid and Partly Cloudy,90.74,8,10.0,179.0,14.24,0.1
1534186800,96.18,0.32,67.08,0.43,partly-cloudy-day,0.0,0.0,1014.4,Partly Cloudy,92.51,9,10.0,179.0,14.99,0.1
1534190400,97.82,0.23,66.81,0.41,clear-day,0.0,0.0,1013.7,Clear,94.07,8,10.0,176.0,14.87,0.1
1534194000,97.5,0.25,64.05,0.36,clear-day,0.0,0.0,1013.1,Clear,95.38,6,10.0,175.0,14.45,0.1
1534197600,96.89,0.24,63.35,0.35,clear-day,0.0,0.0,1012.4,Clear,95.21,4,10.0,171.0,13.95,0.1
1534201200,95.79,0.16,62.07,0.34,clear-day,0.0,0.0,1011.8,Clear,94.86,2,10.0,167.0,13.93,0.1
1534204800,94.52,0.13,63.16,0.37,clear-day,0.0,0.0,1011.6,Clear,93.21,0,10.0,160.0,12.08,0.1
1534208400,92.31,0.15,65.04,0.43,clear-day,0.0,0.0,1012.4,Clear,90.25,0,10.0,158.0,11.55,0.1
1534212000,87.99,0.18,61.72,0.42,clear-night,0.0,0.0,1013.2,Clear,87.67,0,10.0,158.0,11.95,0.1
1534215600,89.25,0.22,69.08,0.59,clear-night,0.0,0.0,1013.8,Clear,85.26,0,10.0,159.0,11.38,0.1
1534219200,87.32,0.33,71.7,0.7,partly-cloudy-night,0.0,0.0,1014.1,Partly Cloudy,82.46,0,10.0,162.0,11.95,0.1
1534222800,82.39,0.46,65.93,0.62,partly-cloudy-night,0.0,0.0,1013.4,Partly Cloudy,80.32,0,10.0,166.0,11.95,0.14
1534226400,82.15,0.54,73.82,0.85,partly-cloudy-night,0.0,0.0,1013.8,Humid and Partly Cloudy,78.82,0,10.0,171.0,11.13,0.14
1534230000,79.49,0.74,74.42,0.89,partly-cloudy-night,0.0,0.0,1013.9,Humid and Mostly Cloudy,77.81,0,10.0,174.0,10.28,0.14
1534233600,79.38,0.88,74.86,0.91,cloudy,0.0,0.0,1014.0,Humid and Overcast,77.63,0,10.0,179.0,10.11,0.14
1534237200,78.55,0.83,72.18,0.85,partly-cloudy-night,0.0,0.0,1014.2,Humid and Mostly Cloudy,77.16,0,10.0,183.0,9.66,0.14
1534240800,78.06,0.69,71.81,0.85,partly-cloudy-night,0.0,0.0,1014.9,Mostly Cloudy,76.7,0,10.0,184.0,8.92,0.14
1534244400,78.35,0.65,71.65,0.84,partly-cloudy-night,0.0,0.0,1014.4,Mostly Cloudy,77.02,0,10.0,185.0,7.84,0.14
1534248000,77.62,0.53,75.27,0.99,partly-cloudy-night,0.0,0.0,1014.6,Humid and Partly Cloudy,75.71,0,10.0,180.0,5.66,0.14
1534251600,78.14,0.5,76.11,1.0,partly-cloudy-day,0.0,0.0,1014.8,Humid and Partly Cloudy,76.11,0,10.0,180.0,6.28,0.14
1534255200,83.47,0.66,71.96,0.77,partly-cloudy-day,0.0,0.0,1015.7,Mostly Cloudy,79.81,1,10.0,187.0,9.43,0.14
1534258800,93.27,0.65,76.75,0.79,partly-cloudy-day,0.0,0.0,1014.8,Humid and Mostly Cloudy,83.83,3,10.0,183.0,8.25,0.14
1534262400,96.64,0.71,76.09,0.72,partly-cloudy-day,0.0,0.0,1014.8,Humid and Mostly Cloudy,86.33,5,10.0,189.0,10.02,0.14
1534266000,91.48,0.63,69.46,0.56,partly-cloudy-day,0.0,0.0,1015.4,Mostly Cloudy,86.96,6,10.0,183.0,12.53,0.14
1534269600,97.06,0.4,67.51,0.43,partly-cloudy-day,0.0,0.0,1015.3,Partly Cloudy,92.99,8,10.0,172.0,8.9,0.14
1534273200,99.53,0.42,69.76,0.46,partly-cloudy-day,0.0,0.0,1014.6,Partly Cloudy,93.5,8,10.0,176.0,11.6,0.14
1534276800,99.71,0.47,67.83,0.41,partly-cloudy-day,0.0,0.0,1013.8,Partly Cloudy,95.0,7,10.0,171.0,11.92,0.14
1534280400,102.13,0.28,67.82,0.39,clear-day,0.0,0.0,1013.1,Clear,97.0,6,10.0,165.0,9.69,0.14
1534284000,100.69,0.28,65.37,0.35,clear-day,0.0,0.0,1011.8,Clear,97.35,4,10.0,165.0,11.5,0.14
1534287600,99.57,0.27,66.54,0.39,clear-day,0.0,0.0,1011.5,Clear,95.71,2,10.0,164.0,11.46,0.14
1534291200,99.71,0.2,69.13,0.44,clear-day,0.0,0.0,1011.1,Clear,94.11,0,10.0,159.0,8.65,0.14
1534294800,98.44,0.05,70.77,0.5,clear-day,0.0,0.0,1011.2,Clear,91.86,0,10.0,153.0,10.67,0.14
1534298400,93.31,0.05,68.48,0.51,clear-night,0.0,0.0,1011.5,Clear,89.14,0,10.0,161.0,10.48,0.14
1534302000,91.17,0.01,68.64,0.54,clear-night,0.0,0.0,1012.3,Clear,87.18,0,10.0,159.0,11.28,0.14
1534305600,89.17,0.05,69.66,0.6,clear-night,0.0,0.0,1012.8,Clear,84.88,0,10.0,167.0,7.97,0.14
1534309200,86.55,0.08,69.41,0.64,clear-night,0.0,0.0,1014.2,Clear,82.82,0,10.0,167.0,10.99,0.18
1534312800,85.1,0.09,71.54,0.73,clear-night,0.0,0.0,1013.8,Clear,80.97,0,10.0,170.0,8.06,0.18
1534316400,83.33,0.13,71.6,0.76,clear-night,0.0,0.0,1013.9,Clear,79.79,0,10.0,173.0,8.73,0.18
1534320000,82.09,0.55,72.37,0.8,partly-cloudy-night,0.0,0.0,1014.0,Humid and Partly Cloudy,78.94,0,10.0,177.0,8.79,0.18
1534323600,82.0,0.72,72.34,0.8,partly-cloudy-night,0.0,0.0,1014.2,Humid and Mostly Cloudy,78.89,0,10.0,180.0,8.59,0.18
1534327200,82.15,0.46,72.12,0.79,partly-cloudy-night,0.0,0.0,1014.1,Humid and Partly Cloudy,79.0,0,10.0,187.0,5.41,0.18
1534330800,78.57,0.25,72.36,0.85,clear-night,0.0,0.0,1014.0,Humid,77.15,0,10.0,183.0,7.12,0.18
1534334400,78.69,0.67,72.37,0.85,partly-cloudy-night,0.0,0.0,1014.7,Humid and Mostly Cloudy,77.28,0,10.0,182.0,5.23,0.18
1534338000,80.53,0.23,76.99,0.97,clear-day,0.0,0.0,1015.1,Humid,77.98,0,10.0,186.0,6.6,0.18
1534341600,85.07,0.41,72.6,0.77,partly-cloudy-day,0.0,0.0,1015.4,Humid and Partly Cloudy,80.65,1,10.0,199.0,8.34,0.18
1534345200,87.87,0.62,72.43,0.72,partly-cloudy-day,0.0,0.0,1015.3,Humid and Mostly Cloudy,82.54,3,10.0,192.0,8.1,0.18
1534348800,92.06,0.38,71.49,0.62,partly-cloudy-day,0.0,0.0,1015.5,Partly Cloudy,86.16,6,10.0,197.0,9.79,0.18
1534352400,95.11,0.19,70.41,0.54,clear-day,0.0,0.0,1016.0,Clear,89.38,8,10.0,190.0,11.17,0.18
1534356000,102.23,0.02,71.94,0.49,clear-day,0.0,0.0,1014.7,Clear,93.98,10,10.0,188.0,9.6,0.18
1534359600,99.8,0.02,69.27,0.45,clear-day,0.0,0.0,1015.0,Clear,94.08,11,10.0,181.0,9.49,0.18
1534363200,99.63,0.06,65.01,0.36,clear-day,0.0,0.0,1014.3,Clear,96.67,9,10.0,177.0,9.51,0.18
1534366800,100.87,0.13,64.26,0.33,clear-day,0.0,0.0,1013.5,Clear,98.13,7,10.0,175.0,9.25,0.18
1534370400,101.92,0.15,62.96,0.3,clear-day,0.0,0.0,1012.9,Clear,99.71,4,10.0,173.0,9.12,0.18
1534374000,99.57,0.18,63.21,0.32,clear-day,0.0,0.0,1011.9,Clear,97.59,2,10.0,169.0,9.05,0.18
1534377600,98.72,0.21,63.23,0.33,clear-day,0.0,0.0,1011.7,Clear,96.85,0,10.0,163.0,7.49,0.18
1534381200,95.94,0.05,64.28,0.38,clear-day,0.0,0.0,1011.6,Clear,93.9,0,10.0,157.0,7.56,0.18
1534384800,94.46,0.05,67.52,0.47,clear-night,0.0,0.0,1011.7,Clear,90.75,0,10.0,164.0,6.48,0.18
1534388400,92.98,0.01,67.5,0.49,clear-night,0.0,0.0,1012.8,Clear,89.46,0,10.0,167.0,7.47,0.18
1534392000,91.81,0.0,69.61,0.56,clear-night,0.0,0.0,1013.8,Clear,87.14,0,10.0,164.0,10.38,0.18
1534395600,87.98,0.0,68.66,0.59,clear-night,0.0,0.0,1014.0,Clear,84.39,0,10.0,171.0,7.96,0.21
1534399200,86.2,0.0,70.18,0.67,clear-night,0.0,0.0,1014.4,Clear,82.23,0,10.0,179.0,9.85,0.21
1534402800,84.34,0.03,70.26,0.7,clear-night,0.0,0.0,1014.5,Clear,80.8,0,10.0,183.0,9.44,0.21
1534406400,84.08,0.28,72.44,0.78,clear-night,0.0,0.0,1014.6,Humid,80.09,0,10.0,186.0,8.77,0.21
1534410000,82.98,0.62,73.29,0.82,partly-cloudy-night,0.0,0.0,1015.6,Humid and Mostly Cloudy,79.31,0,10.0,186.0,8.15,0.21
1534413600,82.13,0.84,73.37,0.83,partly-cloudy-night,0.0,0.0,1015.0,Humid and Mostly Cloudy,78.85,0,10.0,186.0,7.41,0.21
1534417200,82.07,0.41,73.31,0.83,partly-cloudy-night,0.0,0.0,1015.4,Humid and Partly Cloudy,78.83,0,10.0,186.0,6.66,0.21
1534420800,79.86,0.91,73.43,0.85,cloudy,0.0,0.0,1016.0,Humid and Overcast,78.34,0,10.0,186.0,4.69,0.21
1534424400,83.6,0.7,78.18,0.97,partly-cloudy-day,0.0,0.0,1016.4,Humid and Mostly Cloudy,79.01,0,10.0,184.0,5.58,0.21
1534428000,92.16,0.4,78.91,0.9,partly-cloudy-day,0.0,0.0,1017.1,Humid and Partly Cloudy,82.01,1,10.0,193.0,7.64,0.21
1534431600,92.97,0.35,73.29,0.67,partly-cloudy-day,0.0,0.0,1017.2,Humid and Partly Cloudy,85.71,3,10.0,205.0,7.42,0.21
1534435200,104.08,0.35,77.47,0.66,partly-cloudy-day,0.0,0.0,1016.9,Humid and Partly Cloudy,90.21,5,10.0,191.0,9.39,0.21
1534438800,104.39,0.21,75.04,0.56,clear-day,0.0,0.0,1016.7,Humid,92.86,8,10.0,173.0,9.22,0.21
1534442400,102.73,0.2,73.0,0.52,clear-day,0.0,0.0,1017.2,Humid,93.47,9,10.0,181.0,9.32,0.21
1534446000,102.53,0.22,70.35,0.44,clear-day,0.0,0.0,1015.7,Clear,95.5,9,10.0,177.0,9.7,0.21
1534449600,102.21,0.23,67.22,0.38,clear-day,0.0,0.0,1015.7,Clear,97.46,8,10.0,176.0,9.82,0.21
